what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.equinox.p2.extensionlocation,1.2.100.v20110510,"org.eclipse.equinox.p2.extensionlocation",1334916075890
started,bundle,org.eclipse.equinox.p2.metadata,2.1.0.v20110510,"org.eclipse.equinox.p2.metadata",1334916075906
started,bundle,org.eclipse.equinox.p2.metadata.repository,1.2.0.v20110511-1359,"org.eclipse.equinox.p2.metadata.repository",1334916075906
started,bundle,org.eclipse.equinox.p2.operations,2.1.0.v20110511-1821,"org.eclipse.equinox.p2.operations",1334916075921
started,bundle,org.eclipse.equinox.p2.publisher,1.2.0.v20110511,"org.eclipse.equinox.p2.publisher",1334916075921
started,bundle,org.eclipse.equinox.p2.publisher.eclipse,1.0.0.v20110511,"org.eclipse.equinox.p2.publisher.eclipse",1334916075937
started,bundle,org.eclipse.equinox.p2.reconciler.dropins,1.1.100.v20110510,"org.eclipse.equinox.p2.reconciler.dropins",1334916075937
started,bundle,org.eclipse.equinox.p2.repository,2.1.0.v20110601,"org.eclipse.equinox.p2.repository",1334916075937
started,bundle,org.eclipse.equinox.p2.touchpoint.eclipse,2.1.0.v20110511,"org.eclipse.equinox.p2.touchpoint.eclipse",1334916075953
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.0.100.v20110502-1955,"org.eclipse.equinox.p2.ui.sdk.scheduler",1334916075953
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.200.v20110502-1955,"org.eclipse.equinox.p2.updatechecker",1334916075953
started,bundle,org.eclipse.equinox.preferences,3.4.0.v20110502,"org.eclipse.equinox.preferences",1334916075953
started,bundle,org.eclipse.equinox.registry,3.5.100.v20110502,"org.eclipse.equinox.registry",1334916075953
started,bundle,org.eclipse.equinox.security,1.1.0.v20110502,"org.eclipse.equinox.security",1334916075984
started,bundle,org.eclipse.equinox.util,1.0.300.v20110502,"org.eclipse.equinox.util",1334916075984
started,bundle,org.eclipse.help,3.5.100.v20110426,"org.eclipse.help",1334916075999
started,bundle,org.eclipse.jdt.core,3.7.0.v_B61,"org.eclipse.jdt.core",1334916076015
started,bundle,org.eclipse.jdt.core.manipulation,1.4.0.v20110505-0800,"org.eclipse.jdt.core.manipulation",1334916076031
started,bundle,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui",1334916076062
started,bundle,org.eclipse.jem.util,2.1.100.v201103021400,"org.eclipse.jem.util",1334916076093
started,bundle,org.eclipse.jface,3.7.0.I20110522-1430,"org.eclipse.jface",1334916076109
started,bundle,org.eclipse.jsch.core,1.1.300.I20110514-0800,"org.eclipse.jsch.core",1334916076124
started,bundle,org.eclipse.jst.j2ee.ui,1.1.500.v201104151900,"org.eclipse.jst.j2ee.ui",1334916076171
started,bundle,org.eclipse.jst.j2ee.webservice,1.1.400.v201004110600,"org.eclipse.jst.j2ee.webservice",1334916076203
started,bundle,org.eclipse.jst.j2ee.webservice.ui,1.1.500.v201105122000,"org.eclipse.jst.j2ee.webservice.ui",1334916076203
started,bundle,org.eclipse.jst.ws.jaxws.utils,1.0.0.v201004171919,"org.eclipse.jst.ws.jaxws.utils",1334916076218
started,bundle,org.eclipse.mylyn.bugzilla.core,3.6.0.v20110608-1400,"org.eclipse.mylyn.bugzilla.core",1334916076234
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.bugzilla.ui",1334916076265
started,bundle,org.eclipse.mylyn.commons.identity,0.8.0.v20110608-1400,"org.eclipse.mylyn.commons.identity",1334916076281
started,bundle,org.eclipse.mylyn.commons.net,3.6.0.v20110608-1400,"org.eclipse.mylyn.commons.net",1334916076281
started,bundle,org.eclipse.mylyn.context.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.context.ui",1334916076312
started,bundle,org.eclipse.mylyn.monitor.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.monitor.ui",1334916076312
started,bundle,org.eclipse.mylyn.team.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.team.ui",1334916076343
started,bundle,org.eclipse.search,3.7.0.v20110505-0800,"org.eclipse.search",1334916076359
started,bundle,org.eclipse.team.core,3.6.0.I20110525-0800,"org.eclipse.team.core",1334916076359
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1334916076374
started,bundle,org.eclipse.team.cvs.ui,3.3.400.I20110510-0800,"org.eclipse.team.cvs.ui",1334916076390
started,bundle,org.eclipse.team.ui,3.6.100.I20110525-0800,"org.eclipse.team.ui",1334916076390
started,bundle,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui",1334916076406
started,bundle,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console",1334916076421
started,bundle,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.editors",1334916076453
started,bundle,org.eclipse.ui.forms,3.5.100.v20110425,"org.eclipse.ui.forms",1334916076468
started,bundle,org.eclipse.ui.ide,3.7.0.I20110519-0100,"org.eclipse.ui.ide",1334916076499
started,bundle,org.eclipse.ui.intro,3.4.100.v20110425,"org.eclipse.ui.intro",1334916076546
started,bundle,org.eclipse.ui.intro.universal,3.2.500.v20110510,"org.eclipse.ui.intro.universal",1334916076546
started,bundle,org.eclipse.ui.navigator,3.5.100.I20110524-0800,"org.eclipse.ui.navigator",1334916076562
started,bundle,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.resources",1334916076578
started,bundle,org.eclipse.ui.net,1.2.100.I20110511-0800,"org.eclipse.ui.net",1334916076578
started,bundle,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views",1334916076593
started,bundle,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"org.eclipse.ui.workbench",1334916076624
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.workbench.texteditor",1334916076656
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1334916076671
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1334916076671
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1334916076687
started,bundle,org.eclipse.wst.common.emf,1.2.100.v201101101900,"org.eclipse.wst.common.emf",1334916076703
started,bundle,org.eclipse.wst.common.project.facet.core,1.4.200.v201103170332,"org.eclipse.wst.common.project.facet.core",1334916076703
started,bundle,org.eclipse.wst.web,1.1.500.v201104251400,"org.eclipse.wst.web",1334916076718
started,bundle,org.eclipse.mylyn.commons.ui,3.6.1.v20110720-0100,"org.eclipse.mylyn.commons.ui",1334916076734
started,bundle,org.eclipse.mylyn.context.core,3.6.1.v20110720-0100,"org.eclipse.mylyn.context.core",1334916076749
started,bundle,org.eclipse.mylyn.tasks.ui,3.6.1.v20110728-0200,"org.eclipse.mylyn.tasks.ui",1334916076765
started,bundle,org.tigris.subversion.clientadapter,1.6.12,"org.tigris.subversion.clientadapter",1334916076765
started,bundle,org.tigris.subversion.subclipse.core,1.6.18,"org.tigris.subversion.subclipse.core",1334916076765
started,bundle,org.tigris.subversion.subclipse.mylyn,3.0.0,"org.tigris.subversion.subclipse.mylyn",1334916076765
started,bundle,org.tigris.subversion.subclipse.tools.usage,1.0.1,"org.tigris.subversion.subclipse.tools.usage",1334916076765
started,bundle,com.google.gdt.eclipse.core,2.4.2.relr37v201110112027,"com.google.gdt.eclipse.core",1334916076781
started,bundle,com.google.gdt.eclipse.designer,2.4.2.r37x201110181239,"com.google.gdt.eclipse.designer",1334916076796
started,bundle,com.google.gdt.eclipse.designer.UiBinder,2.4.2.r37x201110181239,"com.google.gdt.eclipse.designer.UiBinder",1334916076796
started,bundle,com.google.gdt.eclipse.login,2.4.2.relr37v201110112027,"com.google.gdt.eclipse.login",1334916076796
started,bundle,eclipseme.core,1.7.9,"eclipseme.core",1334916076843
started,bundle,eclipseme.core.hooks,1.6.5,"eclipseme.core.hooks",1334916076843
started,bundle,eclipseme.ui,1.7.8,"eclipseme.ui",1334916076874
started,bundle,org.eclipse.emf.common,2.7.0.v20110912-0920,"org.eclipse.emf.common",1334916076874
started,bundle,org.eclipse.emf.common.ui,2.7.0.v20110913-1156,"org.eclipse.emf.common.ui",1334916076874
started,bundle,org.eclipse.emf.ecore,2.7.0.v20110912-0920,"org.eclipse.emf.ecore",1334916076874
started,bundle,org.eclipse.emf.edit,2.7.1.v20110913-1526,"org.eclipse.emf.edit",1334916076874
started,bundle,org.eclipse.emf.edit.ui,2.7.0.v20110913-1156,"org.eclipse.emf.edit.ui",1334916076874
started,bundle,org.eclipse.wb.core,1.2.0.r37x201109270310,"org.eclipse.wb.core",1334916076874
started,bundle,org.eclipse.wb.core.lib,1.2.0.r37x201109270310,"org.eclipse.wb.core.lib",1334916076890
started,bundle,org.eclipse.wst.common.emfworkbench.integration,1.2.101.v201107140600,"org.eclipse.wst.common.emfworkbench.integration",1334916076921
started,bundle,org.eclipse.wst.common.frameworks,1.2.101.v201107192200,"org.eclipse.wst.common.frameworks",1334916076937
started,bundle,org.eclipse.wst.sse.core,1.1.601.v201108151912,"org.eclipse.wst.sse.core",1334916076937
started,bundle,org.springframework.ide.eclipse.beans.ui,2.8.0.201110170010-RELEASE,"org.springframework.ide.eclipse.beans.ui",1334916076953
started,bundle,org.springframework.ide.eclipse.core,2.8.0.201110170010-RELEASE,"org.springframework.ide.eclipse.core",1334916076968
started,bundle,org.springframework.ide.eclipse.osgi.targetdefinition,2.8.0.201110170010-RELEASE,"org.springframework.ide.eclipse.osgi.targetdefinition",1334916076968
started,bundle,org.springframework.ide.eclipse.uaa,2.8.0.201110170010-RELEASE,"org.springframework.ide.eclipse.uaa",1334916076999
started,bundle,com.android.ide.eclipse.adt,15.0.1.v201111031820-219398,"com.android.ide.eclipse.adt",1334916077015
started,bundle,com.android.ide.eclipse.ddms,15.0.1.v201111031820-219398,"com.android.ide.eclipse.ddms",1334916077031
started,bundle,com.android.ide.eclipse.traceview,15.0.1.v201111031820-219398,"com.android.ide.eclipse.traceview",1334916077031
os,sysinfo,,,"win32",1334916077031
arch,sysinfo,,,"x86",1334916077031
ws,sysinfo,,,"win32",1334916077031
locale,sysinfo,,,"en_US",1334916077031
processors,sysinfo,,,"4",1334916077031
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1334916077031
java.runtime.version,sysinfo,,,"1.6.0_21-b07",1334916077031
java.specification.name,sysinfo,,,"Java Platform API Specification",1334916077031
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1334916077031
java.specification.version,sysinfo,,,"1.6",1334916077031
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1334916077031
java.version,sysinfo,,,"1.6.0_21",1334916077031
java.vm.info,sysinfo,,,"mixed mode, sharing",1334916077031
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1334916077031
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1334916077031
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1334916077031
java.vm.specification.version,sysinfo,,,"1.0",1334916077031
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1334916077031
java.vm.version,sysinfo,,,"17.0-b17",1334916077031
started,bundle,org.eclipse.ltk.core.refactoring,3.5.200.v20110505-0800,"org.eclipse.ltk.core.refactoring",1334916078046
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110505-0800,"org.eclipse.ltk.ui.refactoring",1334916078078
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334916078531
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334916079484
started,bundle,com.collabnet.subversion.merge,2.2.4,"com.collabnet.subversion.merge",1334916080046
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1334916080109
started,bundle,org.eclipse.compare,3.5.200.I20110525-0800,"org.eclipse.compare",1334916080140
started,bundle,org.tigris.subversion.subclipse.ui,1.6.18,"org.tigris.subversion.subclipse.ui",1334916080249
started,bundle,com.google.appengine.eclipse.sdkbundle,1.5.5.r37v201110112027,"com.google.appengine.eclipse.sdkbundle",1334916080906
started,bundle,com.google.appengine.eclipse.core,2.4.2.relr37v201110112027,"com.google.appengine.eclipse.core",1334916081031
started,bundle,org.eclipse.wst.server.core,1.1.303.v20110816_1717,"org.eclipse.wst.server.core",1334916081093
started,bundle,org.eclipse.jdt.launching,3.6.0.v20110509,"org.eclipse.jdt.launching",1334916081406
started,bundle,com.google.gwt.eclipse.sdkbundle,2.4.0.relr37v201110112027,"com.google.gwt.eclipse.sdkbundle",1334916081687
started,bundle,com.google.gdt.eclipse.platform.shared,2.4.2.relr37v201110112027,"com.google.gdt.eclipse.platform.shared",1334916081703
started,bundle,com.google.gdt.eclipse.platform.e37,2.4.2.relr37v201110112027,"com.google.gdt.eclipse.platform.e37",1334916081703
started,bundle,com.google.gwt.eclipse.core,2.4.2.relr37v201110112027,"com.google.gwt.eclipse.core",1334916082218
started,bundle,org.eclipse.wst.server.ui,1.1.306.v20110823_1704,"org.eclipse.wst.server.ui",1334916083109
opened,view,org.eclipse.mylyn.tasks.ui,3.6.1.v20110728-0200,"org.eclipse.mylyn.tasks.ui.views.tasks",1334916083421
activated,view,org.eclipse.mylyn.tasks.ui,3.6.1.v20110728-0200,"org.eclipse.mylyn.tasks.ui.views.tasks",1334916083499
started,bundle,com.google.gdt.eclipse.suite,2.4.2.relr37v201110112027,"com.google.gdt.eclipse.suite",1334916084156
started,bundle,com.google.gdt.eclipse.managedapis,2.4.2.relr37v201110112027,"com.google.gdt.eclipse.managedapis",1334916084171
started,bundle,org.springframework.ide.eclipse.ui,2.8.0.201110170010-RELEASE,"org.springframework.ide.eclipse.ui",1334916084218
started,bundle,org.springframework.ide.eclipse.aop.core,2.8.0.201110170010-RELEASE,"org.springframework.ide.eclipse.aop.core",1334916084234
started,bundle,org.springframework.ide.eclipse.aop.ui,2.8.0.201110170010-RELEASE,"org.springframework.ide.eclipse.aop.ui",1334916084249
started,bundle,org.springframework.ide.eclipse.beans.core,2.8.0.201110170010-RELEASE,"org.springframework.ide.eclipse.beans.core",1334916084281
started,bundle,org.eclipse.jgit,1.1.0.201109151100-r,"org.eclipse.jgit",1334916084343
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1334916084671
closed,view,org.eclipse.mylyn.tasks.ui,3.6.1.v20110728-0200,"org.eclipse.mylyn.tasks.ui.views.tasks",1334916084687
started,bundle,org.eclipse.egit.core,1.1.0.201109151100-r,"org.eclipse.egit.core",1334916084703
started,bundle,org.eclipse.egit.ui,1.1.0.201109151100-r,"org.eclipse.egit.ui",1334916084749
activated,view,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views.ContentOutline",1334916084859
started,bundle,org.eclipse.jst.common.project.facet.core,1.4.200.v201103170302,"org.eclipse.jst.common.project.facet.core",1334916085281
started,bundle,org.eclipse.jst.ws.jaxrs.core,1.0.300.v201011231608,"org.eclipse.jst.ws.jaxrs.core",1334916085296
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1334916086671
closed,view,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views.ContentOutline",1334916086687
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334916103687
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334916103703
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334916103703
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334916112124
executed,command,com.google.gdt.eclipse.suite,2.4.2.relr37v201110112027,"com.google.gdt.eclipse.suite.GDTPulldown",1334916112203
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334916113374
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334916128328
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334916130593
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334916130593
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334916130671
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334916559468
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334916560359
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334916931249
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334916931937
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334916931937
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334916931937
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334916964828
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334916965718
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334917065499
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334917065906
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334917066546
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334917077203
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334917077531
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334917078109
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334917078734
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334917547296
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334917548437
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334917548437
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334917548515
